url,pageType,httpStatus,redirected,indexable,robots,canonical,title,titleLength,metaDescription,metaDescriptionLength,h1,h1Count,lang,inSitemap,sitemapLastModified,inboundInternalLinks,outboundInternalLinks,depthFromHome,inNavigation,inFooter,status,structuredDataTypes
https://sebavia.com/guides/road-trip-famille-quebec,guide,200,false,true,"index, follow",https://sebavia.com/guides/road-trip-famille-quebec,Road trip en famille au Québec : guide pratique | Sebavia,57,"Préparez votre road trip en famille au Québec : pauses, activités, repas, hébergement, météo, carburant et checklist avant le départ.",133,Road trip en famille au Québec : bien organiser le voyage,1,fr,true,2026-07-24T12:00:00.000Z,9,21,2,false,false,conforme,Article|BreadcrumbList|WebPage
https://sebavia.com/guides/road-trip-couple-quebec,guide,200,false,true,"index, follow",https://sebavia.com/guides/road-trip-couple-quebec,Road trip en couple au Québec : guide pratique | Sebavia,56,"Organisez votre road trip ou escapade en couple au Québec : rythme, activités, repas, hébergement, météo, budget et checklist avant le départ.",142,Road trip en couple au Québec : bien organiser l’escapade,1,fr,true,2026-07-24T12:00:00.000Z,8,21,2,false,false,conforme,Article|BreadcrumbList|WebPage
https://sebavia.com/guides/road-trip-solo-quebec,guide,200,false,true,"index, follow",https://sebavia.com/guides/road-trip-solo-quebec,Road trip solo au Québec : guide pratique | Sebavia,51,"Préparez votre road trip solo au Québec : itinéraire, pauses, hébergement, météo, carburant, budget et checklist avant le départ.",129,Road trip solo au Québec : bien préparer son voyage,1,fr,true,2026-07-24T12:00:00.000Z,10,21,2,false,false,conforme,Article|BreadcrumbList|WebPage
https://sebavia.com/guides/escapade-fin-de-semaine-quebec,guide,200,false,true,"index, follow",https://sebavia.com/guides/escapade-fin-de-semaine-quebec,Escapade de fin de semaine au Québec : guide | Sebavia,54,"Organisez une escapade de fin de semaine au Québec : durée de route, activités, hébergement, météo, carburant et trajet de retour.",130,Escapade de fin de semaine au Québec : bien organiser le séjour,1,fr,true,2026-07-24T12:00:00.000Z,12,23,2,false,false,conforme,Article|BreadcrumbList|WebPage
https://sebavia.com/guides/road-trip-gastronomique-quebec,guide,200,false,true,"index, follow",https://sebavia.com/guides/road-trip-gastronomique-quebec,Road trip gastronomique au Québec : guide gourmand | Sebavia,60,"Organisez une escapade gourmande au Québec : restaurants, marchés, activités, hébergement, budget, météo et étapes du voyage routier.",133,Road trip gastronomique au Québec : organiser une escapade gourmande,1,fr,true,2026-07-24T12:00:00.000Z,7,23,2,false,false,conforme,Article|BreadcrumbList|WebPage
https://sebavia.com/guides/road-trip-nature-quebec,guide,200,false,true,"index, follow",https://sebavia.com/guides/road-trip-nature-quebec,Road trip nature au Québec : guide pratique | Sebavia,53,"Préparez un road trip nature au Québec : activités, météo, accès, hébergement, carburant, plan de rechange et checklist avant le départ.",136,Road trip nature au Québec : bien préparer son escapade,1,fr,true,2026-07-24T12:00:00.000Z,10,23,2,false,false,conforme,Article|BreadcrumbList|WebPage
https://sebavia.com/pricing,pricing,200,false,true,"index, follow",https://sebavia.com/pricing,Tarifs Sebavia — Planifiez vos voyages simplement | Sebavia,59,"Forfaits Sebavia : aperçu gratuit, Pass 30 jours ou accès annuel. Itinéraires, carburant, activités et assistant de voyage intelligent.",135,Choisissez jusqu’où Sebavia vous accompagne,1,fr,true,2026-07-24T12:00:00.000Z,22,17,1,true,true,conforme,Product
https://sebavia.com/a-propos,institutional,200,false,true,"index, follow",https://sebavia.com/a-propos,À propos de Sebavia | Le copilote des voyages routiers,54,"Découvrez la mission de Sebavia, un copilote intelligent conçu pour simplifier la planification de vos voyages routiers au Québec.",130,"Sebavia, l’étoile qui guide votre route",1,fr,true,2026-07-24T12:00:00.000Z,22,12,1,true,true,conforme,AboutPage|BreadcrumbList
https://sebavia.com/faq,institutional,200,false,true,"index, follow",https://sebavia.com/faq,FAQ Sebavia | Planification de voyages routiers avec l’IA,57,"Trouvez les réponses à vos questions sur Sebavia, la création d’itinéraires, l’assistant IA, les forfaits et la planification de voyages routiers.",146,Qu’est-ce que Sebavia?,1,fr,true,2026-07-24T12:00:00.000Z,22,25,1,false,true,conforme,FAQPage
https://sebavia.com/contact,institutional,200,false,true,"index, follow",https://sebavia.com/contact,Contactez Sebavia | Soutien et questions,40,"Contactez l’équipe Sebavia pour une question sur votre compte, un forfait, la planification d’un voyage ou le fonctionnement du service.",136,Nous écrire,1,fr,true,2026-07-24T12:00:00.000Z,22,12,1,false,true,conforme,BreadcrumbList|ContactPage
https://sebavia.com/confidentialite,legal,200,false,true,"index, follow",https://sebavia.com/confidentialite,Politique de confidentialité | Sebavia,38,"Consultez la politique de confidentialité de Sebavia et découvrez comment vos renseignements sont recueillis, utilisés et protégés.",131,Politique de confidentialité,1,fr,true,2026-07-24T12:00:00.000Z,22,12,1,false,true,conforme,BreadcrumbList|WebPage
https://sebavia.com/conditions-utilisation,legal,200,false,true,"index, follow",https://sebavia.com/conditions-utilisation,Conditions d’utilisation | Sebavia,34,"Consultez les conditions encadrant l’utilisation de Sebavia, de ses outils de planification, de ses forfaits et de son assistant intelligent.",141,Conditions d’utilisation,1,fr,true,2026-07-24T12:00:00.000Z,22,12,1,false,true,conforme,BreadcrumbList|WebPage
